date;price
42891;3579.55
42892;3554.18
42893;3548.84
42894;3563.88
42895;3586.07
42898;3543.95
42899;3557.87
42900;3547.15
42901;3525.46
42902;3543.88
42905;3579.58
42906;3560.66
42907;3554.35
42908;3555.76
42909;3543.68
42912;3561.76
42913;3538.32
42914;3535.7
42915;3471.33
42916;3441.88
42919;3491.81
42920;3479.47
42921;3478.41
42922;3462.06
42923;3463.84
42926;3478.06
42927;3464.48
42928;3515.23
42929;3527.83
42930;3525.94
42933;3516.35
42934;3478.68
42935;3500.28
42936;3499.49
42937;3451.71
42940;3453.17
42941;3473.54
42942;3491.19
42943;3493.14
42944;3467.73
42947;3449.36
42948;3477.39
42949;3459.32
42950;3466.37
42951;3507.41
42954;3505.8
42955;3515.63
42956;3468.45
42957;3433.54
42958;3406.34
42961;3450.66
42962;3461.91
42963;3484.57
42964;3461.97
42965;3446.03
42968;3423.53
42969;3455.59
42970;3438.63
42971;3444.73
42972;3438.55
42975;3421.03
42976;3388.22
42977;3403.71
42978;3421.47
42979;3443.88
42982;3429.98
42983;3420.86
42984;3433.8
42985;3447.66
42986;3447.69
42989;3495.19
42990;3512.56
42991;3523.14
42992;3526.48
42993;3515.55
42996;3526.74
42997;3531.18
42998;3525.55
42999;3539.59
43000;3541.42
43003;3537.81
43004;3536.38
43005;3555.17
43006;3563.64
43007;3594.85
43010;3602.69
43011;3605.73
43012;3594.91
43013;3613.54
43014;3603.32
43017;3610.5
43018;3598.79
43019;3607.39
43020;3605.54
43021;3604.55
43024;3606.27
43025;3607.77
43026;3619.65
43027;3602.08
43028;3605.09
43031;3608.87
43032;3610.69
43033;3591.46
43034;3637.2
43035;3652.23
43038;3662.18
43039;3673.95
43040;3697.4
43041;3688.8
43042;3689.96
43045;3682.36
43046;3658.77
43047;3655.04
43048;3612.5
43049;3593.76
43052;3574.52
43053;3556.38
43054;3545.72
43055;3564.8
43056;3547.46
43059;3561.41
43060;3579.32
43061;3562.65
43062;3572.07
43063;3581.23
43066;3564.02
43067;3583.49
43068;3589.91
43069;3569.93
43070;3527.55
43073;3576.22
43074;3570.57
43075;3561.57
43076;3573.13
43077;3591.45
43080;3582.21
43081;3600.35
43082;3581.75
43083;3556.22
43084;3560.53
43087;3609.42
43088;3582.22
43089;3552.65
43090;3570.78
43091;3553.39
43096;3550.17
43097;3524.31
43098;3503.96
43102;3490.19
43103;3509.88
43104;3568.88
43105;3607.63
43108;3616.45
43109;3622.87
43110;3609.83
43111;3595.24
43112;3612.61
43115;3611.81
43116;3622.01
43117;3612.78
43118;3620.91
43119;3649.07
43122;3665.28
43123;3672.29
43124;3643.22
43125;3630.15
43126;3647.41
43129;3643.04
43130;3606.75
43131;3609.29
43132;3577.35
43133;3523.28
43136;3478.77
43137;3394.92
43138;3454.52
43139;3377.3
43140;3325.99
43143;3368.25
43144;3340.93
43145;3369.83
43146;3389.63
43147;3426.8
43150;3407.79
43151;3435.08
43152;3430.16
43153;3431.99
43154;3441.46
43157;3463.18
43158;3458.03
43159;3438.96
43160;3399.16
43161;3324.75
43164;3355.32
43165;3357.86
43166;3377.36
43167;3413.28
43168;3420.54
43171;3429.48
43172;3397.35
43173;3390.98
43174;3414.13
43175;3437.4
43178;3394.79
43179;3412.08
43180;3401.04
43181;3348.19
43182;3298.07
43185;3278.72
43186;3316.95
43187;3331.25
43188;3361.5
43193;3346.93
43194;3340.35
43195;3429.95
43196;3408.1
43199;3414.85
43200;3438.78
43201;3419.71
43202;3443.97
43203;3448
43206;3441.04
43207;3477.91
43208;3490.89
43209;3486.6
43210;3494.2
43213;3513.06
43214;3510.88
43215;3485.83
43216;3506.03
43217;3518.78
43220;3536.52
43221;3536.26
43222;3553.79
43223;3529.12
43224;3550.59
43227;3564.19
43228;3557.88
43229;3569.74
43230;3569.71
43231;3565.52
43234;3565.74
43235;3564.29
43236;3562.85
43237;3592.18
43238;3573.76
43241;3572.57
43242;3587.25
43243;3541.82
43244;3521.76
43245;3515.36
43248;3482.64
43249;3428.14
43250;3441.19
43251;3406.65
43252;3453.54
43255;3469.57
43256;3456.79
43257;3460.82
43258;3459.77
43259;3447.3
43262;3480.22
43263;3475.58
43264;3479.56
43265;3527.11
43266;3505.02
43269;3466.65
43270;3435.3
43271;3439.6
43272;3403.51
43273;3441.6
43276;3369.21
43277;3368.72
43278;3397.13
43279;3365.52
43280;3395.6
43283;3372.21
43284;3406.34
43285;3412.03
43286;3440.92
43287;3448.49
43290;3460.44
43291;3473.31
43292;3422.35
43293;3445.49
43294;3454.54
43297;3449.08
43298;3457.5
43299;3485.08
43300;3471.64
43301;3460.03
43304;3454.05
43305;3483.31
43306;3468.45
43307;3509.26
43308;3527.18
43311;3512.31
43312;3525.49
43313;3509.23
43314;3469.21
43315;3482.4
43318;3483.3
43319;3504.37
43320;3493.6
43321;3494.13
43322;3426.28
43325;3409.68
43326;3409.44
43327;3359.08
43328;3377.56
43329;3372.94
43332;3393.67
43333;3411.66
43334;3420.18
43335;3419.26
43336;3427.44
43339;3456.01
43340;3447.57
43341;3456.13
43342;3430.99
43343;3392.9
43346;3394.99
43347;3359.36
43348;3315.62
43349;3295.95
43350;3293.36
43353;3309.28
43354;3311.66
43355;3326.6
43356;3333.68
43357;3344.63
43360;3346.11
43361;3358.46
43362;3368.56
43363;3403.12
43364;3430.81
43367;3410.44
43368;3419.78
43369;3433.15
43370;3449.79
43371;3399.2
43374;3414.16
43375;3388.99
43376;3405.48
43377;3375.08
43378;3345.51
43381;3309.72
43382;3321.79
43383;3266.9
43384;3209.19
43385;3194.41
43388;3210.37
43389;3257.34
43390;3243.08
43391;3211.59
43392;3210.82
43395;3190.09
43396;3140.94
43397;3130.33
43398;3164.4
43399;3134.89
43402;3154.93
43403;3147.13
43404;3197.51
43405;3204.21
43406;3214.41
43409;3217.37
43410;3207.42
43411;3246.16
43412;3237.6
43413;3229.49
43416;3194.08
43417;3224.82
43418;3205.36
43419;3190.31
43420;3180.74
43423;3160.33
43424;3116.07
43425;3153.91
43426;3126.67
43427;3137.21
43430;3172.71
43431;3166.42
43432;3168.29
43433;3174.16
43434;3173.13
43437;3214.99
43438;3189.25
43439;3150.27
43440;3045.94
43441;3058.53
43444;3016.99
43445;3055.32
43446;3107.97
43447;3112.17
43448;3092.6
43451;3063.65
43452;3040.13
43453;3051.38
43454;3000.06
43455;3000.61
43458;2973.78
43461;2937.36
43462;2986.53
43465;3001.42
43467;2993.18
43468;2954.66
43469;3041.85
43472;3033.64
43473;3054.94
43474;3070.24
43475;3075.73
43476;3070.04
43479;3055.18
43480;3068.05
43481;3077.22
43482;3069.35
43483;3134.92
43486;3125.07
43487;3112.8
43488;3112.13
43489;3126.31
43490;3163.24
43493;3137.27
43494;3153.42
43495;3161.74
43496;3159.43
43497;3171.12
43500;3165.2
43501;3215.04
43502;3212.75
43503;3150.76
43504;3135.62
43507;3165.61
43508;3190.75
43509;3202.37
43510;3182.66
43511;3241.25
43514;3244.79
43515;3239.41
43516;3259.49
43517;3263.7
43518;3270.55
43521;3280.01
43522;3289.32
43523;3282.77
43524;3298.26
43525;3312.1
43528;3317.12
43529;3327.19
43530;3324.67
43531;3308.85
43532;3283.6
43535;3304.44
43536;3303.95
43537;3323.45
43538;3342.03
43539;3386.08
43542;3387.94
43543;3409
43544;3372.38
43545;3367.4
43546;3305.73
43549;3300.48
43550;3319.53
43551;3322.04
43552;3320.29
43553;3351.71
43556;3385.38
43557;3395.7
43558;3435.56
43559;3441.93
43560;3447.47
43563;3438.06
43564;3417.22
43565;3424.65
43566;3435.34
43567;3447.83
43570;3450.46
43571;3463.36
43572;3477.73
43573;3499.23
43578;3503.85
43579;3502.63
43580;3491.92
43581;3500.41
43584;3501.94
43585;3514.62
43586;3514.62
43587;3488.93
43588;3502.48
43591;3462.95
43592;3401.16
43593;3417.26
43594;3350.71
43595;3361.05
43598;3320.78
43599;3364.38
43600;3385.78
43601;3438.56
43602;3425.64
43605;3369.78
43606;3386.51
43607;3386.72
43608;3327.2
43609;3350.7
43612;3364.04
43613;3348.86
43614;3297.81
43615;3318.15
43616;3280.43
43619;3300.22
43620;3333.49
43621;3339.95
43622;3338.41
43623;3378.38
43626;3386.45
43627;3401.1
43628;3386.63
43629;3390.5
43630;3379.19
43633;3383.21
43634;3452.89
43635;3454.7
43636;3468.08
43637;3466.92
43640;3455.57
43641;3444.36
43642;3442.95
43643;3442.38
43644;3473.69
43647;3497.59
43648;3507.98
43649;3540.63
43650;3544.15
43651;3527.98
43654;3523.76
43655;3509.75
43656;3501.52
43657;3496.73
43658;3497.63
43661;3502.22
43662;3521.36
43663;3501.58
43664;3482.83
43665;3480.18
43668;3489.92
43669;3532.87
43670;3532.9
43671;3510.15
43672;3524.47
43675;3523.58
43676;3462.85
43677;3466.85
43678;3490.03
43679;3376.12
43682;3310.93
43683;3291.66
43684;3309.99
43685;3375.38
43686;3333.74
43689;3326.55
43690;3357.16
43691;3288.7
43692;3282.78
43693;3329.08
43696;3369.19
43697;3350.23
43698;3394.89
43699;3373.67
43700;3334.25
43703;3348.84
43704;3370.47
43705;3365.38
43706;3411.33
43707;3426.76
43710;3432.54
43711;3420.74
43712;3450.83
43713;3484.7
43714;3495.19
43717;3495.02
43718;3498.99
43719;3516.82
43720;3538.86
43721;3550.11
43724;3518.45
43725;3521.26
43726;3528.04
43727;3552.65
43728;3571.39
43731;3536.97
43732;3532.05
43733;3513.03
43734;3532.18
43735;3545.88
43738;3569.45
43739;3518.25
43740;3413.31
43741;3417.37
43742;3446.71
43745;3471.24
43746;3432.76
43747;3462.11
43748;3493.96
43749;3569.92
43752;3556.26
43753;3598.65
43754;3599.25
43755;3588.62
43756;3579.41
43759;3600.08
43760;3604.82
43761;3606.89
43762;3621.37
43763;3624.68
43766;3625.69
43767;3622.09
43768;3620.29
43769;3604.41
43770;3623.74
43773;3665.21
43774;3676.52
43775;3688.74
43776;3706.68
43777;3699.65
43780;3696.82
43781;3712.2
43782;3699.5
43783;3688.81
43784;3711.61
43787;3704.92
43788;3696.56
43789;3683.88
43790;3679.66
43791;3687.32
43794;3707.68
43795;3705.55
43796;3712.85
43797;3704.48
43798;3703.58
43801;3626.66
43802;3610.99
43803;3660.02
43804;3648.13
43805;3692.34
43808;3672.18
43809;3671.78
43810;3687.45
43811;3706.35
43812;3731.07
43815;3772.74
43816;3745.28
43817;3739
43818;3739.17
43819;3776.56
43822;3776.66
43823;3774.39
43826;3782.27
43829;3748.47
43830;3745.15
43832;3793.24
43833;3773.37
43836;3752.52
43837;3759.25
43838;3772.56
43839;3795.88
43840;3789.52
43843;3779.68
43844;3774.88
43845;3768.96
43846;3774.14
43847;3808.26
43850;3799.03
43851;3789.12
43852;3769.79
43853;3736.85
43854;3779.16
43857;3677.84
43858;3719.22
43859;3736.36
43860;3690.78
43861;3640.91
43864;3661.27
43865;3732.28
43866;3777.84
43867;3805.52
43868;3798.49
43871;3793.18
43872;3825.84
43873;3854.43
43874;3846.74
43875;3840.97
43878;3853.27
43879;3836.54
43880;3865.18
43881;3822.98
43882;3800.38
43885;3647.98
43886;3572.51
43887;3577.68
43888;3455.92
43889;3329.49
43892;3338.83
43893;3371.97
43894;3420.56
43895;3363.58
43896;3232.07
43899;2959.07
43900;2910.02
43901;2905.56
43902;2545.23
43903;2586.02
43906;2450.37
43907;2530.5
43908;2385.82
43909;2454.08
43910;2548.5
43913;2485.54
43914;2715.11
43915;2800.14
43916;2847.78
43917;2728.65
43920;2765.62
43921;2786.9
43922;2680.3
43923;2688.49
43924;2662.99
43927;2795.97
43928;2857.67
43929;2851.27
43930;2892.79
43935;2917.74
43936;2808.2
43937;2812.35
43938;2888.3
43941;2909.5
43942;2791.34
43943;2834.9
43944;2852.46
43945;2809.07
43948;2882.09
43949;2932.06
43950;2996.08
43951;2927.93
43952;2927.93
43955;2816.48
43956;2875.91
43957;2843.76
43958;2880.6
43959;2908.11
43962;2883.75
43963;2884.2
43964;2810.55
43965;2760.23
43966;2770.7
43969;2911.88
43970;2902.58
43971;2942.39
43972;2904.98
43973;2905.47
43976;2971.35
43977;2999.22
43978;3051.08
43979;3094.47
43980;3050.2
43983;3077.92
43984;3159.02
43985;3269.59
43986;3261.67
43987;3384.29
43990;3366.29
43991;3320.71
43992;3293.71
43993;3144.57
43994;3153.74
43997;3136.4
43998;3242.65
43999;3267.26
44000;3249.9
44001;3269.1
44004;3241.69
44005;3298.83
44006;3196.12
44007;3218.91
44008;3204.17
44011;3232.02
44012;3234.07
44013;3228.45
44014;3320.09
44015;3294.38
44018;3350.03
44019;3321.56
44020;3286.09
44021;3261.17
44022;3296.22
44025;3350
44026;3321.39
44027;3378.21
44028;3365.35
44029;3365.6
44032;3388.34
44033;3405.35
44034;3370.76
44035;3371.74
44036;3310.89
44039;3302.84
44040;3303.56
44041;3300.16
44042;3208.2
44043;3174.32
44046;3248.28
44047;3254.29
44048;3268.38
44049;3240.39
44050;3252.65
